customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score
116374,13,10,23273.16,4,2,2,422,8
116409,38,6,11428.17,3,1,1,311,5
116436,208,10,30610.4,1,2,3,123,6
116559,81,10,12424.53,2,2,1,221,5
116625,14,5,13564.310000000001,4,1,1,411,6
116649,17,9,20372.48,4,2,2,422,8
116885,194,7,19170.36,1,1,2,112,4
116944,40,11,33041.05,3,3,4,334,10
117050,54,8,11439.04,2,1,1,211,4
117161,33,11,28632.13,3,3,3,333,9
117195,99,11,21317.21,2,3,2,232,7
117227,258,12,29814.09,1,3,3,133,7
117520,30,10,28799.78,3,2,3,323,8
117546,154,8,22254.39,1,1,2,112,4
117558,57,5,11364.2,2,1,1,211,4
117594,38,16,42012.75,3,4,4,344,11
117643,36,12,19073.07,3,3,2,332,8
117710,295,10,23229.16,1,2,2,122,5
117765,19,9,29894.12,4,2,3,423,9
117993,3,8,16681.16,4,1,1,411,6
118114,23,8,21875.3,3,1,2,312,6
118202,52,14,42237.67,2,4,4,244,10
118207,38,17,45789.87,3,4,4,344,11
118312,14,16,32093.32,4,4,4,444,12
118359,12,10,33145.0,4,2,4,424,10
118425,1,10,24725.4,4,2,3,423,9
118494,1,6,15403.08,4,1,1,411,6
118593,96,9,24805.28,2,2,3,223,7
118707,28,10,24836.08,3,2,3,323,8
118814,14,7,10857.550000000001,4,1,1,411,6
118861,98,7,15238.68,2,1,1,211,4
118862,82,13,34118.4,2,4,4,244,10
118920,76,8,21611.48,2,1,2,212,5
118946,258,8,20100.09,1,1,2,112,4
118970,93,8,20376.420000000002,2,1,2,212,5
119064,43,6,15838.26,3,1,1,311,5
119139,75,11,28032.72,2,3,3,233,8
119144,1,11,31321.83,4,3,4,434,11
119225,87,7,15162.85,2,1,1,211,4
119254,111,12,36333.95,1,3,4,134,8
119350,14,2,5670.870000000001,4,1,1,411,6
119368,32,10,23849.4,3,2,2,322,7
119433,24,7,12661.59,3,1,1,311,5
119589,105,10,20493.37,1,2,2,122,5
119609,100,7,12754.77,2,1,1,211,4
119706,69,5,18900.260000000002,2,1,2,212,5
119716,23,14,29669.8,3,4,3,343,10
119768,18,14,38333.83,4,4,4,444,12
119833,9,8,26369.34,4,1,3,413,8
119929,12,8,16033.54,4,1,1,411,6
119962,140,8,28714.870000000003,1,1,3,113,5
120144,35,6,15973.93,3,1,1,311,5
120164,2,11,24197.440000000002,4,3,2,432,9
120212,65,7,22942.34,2,1,2,212,5
120247,46,10,18370.95,3,2,1,321,6
120316,124,11,29822.96,1,3,3,133,7
120535,73,12,22117.12,2,3,2,232,7
120606,33,13,27686.62,3,4,3,343,10
120617,46,7,12269.81,3,1,1,311,5
120672,13,11,23018.46,4,3,2,432,9
120747,100,9,28683.94,2,2,3,223,7
120915,108,7,16822.08,1,1,1,111,3
121142,116,7,13633.0,1,1,1,111,3
121204,52,6,17359.78,2,1,1,211,4
121339,2,7,19384.489999999998,4,1,2,412,7
121517,144,11,24275.46,1,3,2,132,6
121545,44,11,26376.04,3,3,3,333,9
121671,301,8,15162.36,1,1,1,111,3
121695,93,9,26743.79,2,2,3,223,7
121712,211,8,24227.52,1,1,2,112,4
121882,153,6,14762.67,1,1,1,111,3
121984,138,14,30352.41,1,4,3,143,8
121987,79,10,23397.26,2,2,2,222,6
121992,85,7,13334.05,2,1,1,211,4
122076,15,9,13055.47,4,2,1,421,7
122108,5,13,38969.5,4,4,4,444,12
122113,3,11,27040.75,4,3,3,433,10
122124,17,10,30331.23,4,2,3,423,9
122147,37,12,30106.23,3,3,3,333,9
122208,53,12,21606.28,2,3,2,232,7
122210,40,11,16496.81,3,3,1,331,7
122224,23,10,24803.55,3,2,3,323,8
122580,79,15,37624.86,2,4,4,244,10
122592,73,8,20034.56,2,1,2,212,5
122774,25,6,14527.029999999999,3,1,1,311,5
122856,6,15,29367.760000000002,4,4,3,443,11
122894,12,8,21188.45,4,1,2,412,7
122949,80,9,27117.69,2,2,3,223,7
123148,320,8,22102.2,1,1,2,112,4
123166,21,11,27305.289999999997,4,3,3,433,10
123497,40,15,33849.97,3,4,4,344,11
123563,159,9,27479.41,1,2,3,123,6
123633,51,10,19775.63,3,2,2,322,7
123642,23,9,19054.54,3,2,2,322,7
123676,45,7,19274.92,3,1,2,312,6
123706,180,11,23400.35,1,3,2,132,6
123934,58,3,6360.63,2,1,1,211,4
124031,134,9,28436.579999999998,1,2,3,123,6
124182,19,5,9522.43,4,1,1,411,6
124238,21,8,16092.5,4,1,1,411,6
124249,2,6,20974.21,4,1,2,412,7
124274,42,6,19183.12,3,1,2,312,6
124587,24,8,14356.769999999999,3,1,1,311,5
124658,50,9,19545.69,3,2,2,322,7
124885,27,6,13983.75,3,1,1,311,5
124898,63,10,29681.83,2,2,3,223,7
124971,23,10,21067.47,3,2,2,322,7
125030,281,3,7621.07,1,1,1,111,3
125104,147,11,25178.4,1,3,3,133,7
125107,26,7,19235.56,3,1,2,312,6
125203,84,13,21298.95,2,4,2,242,8
125304,144,9,21634.07,1,2,2,122,5
125315,126,6,17757.33,1,1,1,111,3
125335,191,4,9701.73,1,1,1,111,3
125371,51,6,21591.62,3,1,2,312,6
125712,42,8,23528.0,3,1,2,312,6
125794,13,5,7038.0,4,1,1,411,6
125815,34,20,48072.33,3,4,4,344,11
125867,177,8,20819.36,1,1,2,112,4
125889,92,9,26398.2,2,2,3,223,7
125935,26,8,21093.67,3,1,2,312,6
126255,27,16,30934.67,3,4,4,344,11
126284,258,7,22526.78,1,1,2,112,4
126410,141,6,6237.75,1,1,1,111,3
126412,7,12,35301.69,4,3,4,434,11
126426,89,10,28502.480000000003,2,2,3,223,7
126527,110,8,15454.01,1,1,1,111,3
126730,67,9,21980.38,2,2,2,222,6
126850,10,16,37417.58,4,4,4,444,12
127126,134,11,28831.67,1,3,3,133,7
127325,33,8,14483.94,3,1,1,311,5
127626,4,14,36167.57,4,4,4,444,12
127642,1,8,13841.06,4,1,1,411,6
127646,44,10,25855.44,3,2,3,323,8
127770,80,10,23385.84,2,2,2,222,6
127864,73,7,13043.16,2,1,1,211,4
128106,23,9,20178.91,3,2,2,322,7
128143,13,11,28088.67,4,3,3,433,10
128197,4,14,23464.81,4,4,2,442,10
128234,53,6,17038.89,2,1,1,211,4
128239,56,10,21733.27,2,2,2,222,6
128299,13,11,22056.41,4,3,2,432,9
128356,98,11,30515.82,2,3,3,233,8
128505,117,12,32431.62,1,3,4,134,8
128689,1,11,24629.85,4,3,3,433,10
128901,107,16,35068.88,1,4,4,144,9
129021,28,11,25009.89,3,3,3,333,9
129136,98,9,22835.02,2,2,2,222,6
129291,34,9,20507.84,3,2,2,322,7
129296,133,13,34425.82,1,4,4,144,9
129364,27,8,13127.0,3,1,1,311,5
129374,58,7,18669.27,2,1,2,212,5
129428,10,16,54167.130000000005,4,4,4,444,12
129432,40,18,49668.45,3,4,4,344,11
129438,102,10,18473.370000000003,2,2,1,221,5
129564,40,9,21261.55,3,2,2,322,7
129634,99,11,24466.170000000002,2,3,3,233,8
129794,15,5,10790.21,4,1,1,411,6
129823,295,14,31425.15,1,4,4,144,9
130043,119,8,14523.67,1,1,1,111,3
130111,38,9,23663.49,3,2,2,322,7
130342,18,10,17732.29,4,2,1,421,7
130542,42,12,31099.1,3,3,4,334,10
130543,7,9,20705.88,4,2,2,422,8
130609,14,10,28834.29,4,2,3,423,9
130843,55,10,25029.81,2,2,3,223,7
130870,36,6,15251.75,3,1,1,311,5
130965,17,10,26297.73,4,2,3,423,9
131030,72,11,24128.11,2,3,2,232,7
131118,36,12,33618.64,3,3,4,334,10
131208,107,14,34829.21,1,4,4,144,9
131251,69,7,16308.17,2,1,1,211,4
131354,44,10,22655.35,3,2,2,322,7
131477,93,6,19076.06,2,1,2,212,5
131572,28,10,31522.31,3,2,4,324,9
131632,221,11,17186.49,1,3,1,131,5
131663,192,11,20666.42,1,3,2,132,6
131777,4,7,19252.45,4,1,2,412,7
131805,77,12,24300.239999999998,2,3,2,232,7
131870,41,8,21274.1,3,1,2,312,6
132145,8,6,11315.23,4,1,1,411,6
132191,36,12,39235.82,3,3,4,334,10
132474,6,19,45117.17,4,4,4,444,12
132514,135,5,11128.05,1,1,1,111,3
132681,40,8,17056.23,3,1,1,311,5
132690,58,11,22751.28,2,3,2,232,7
132727,154,9,10367.44,1,2,1,121,4
132729,110,4,9037.039999999999,1,1,1,111,3
132751,176,12,24392.71,1,3,3,133,7
132756,82,9,26184.18,2,2,3,223,7
132856,55,8,15402.8,2,1,1,211,4
132910,35,8,13212.58,3,1,1,311,5
132919,113,11,29906.4,1,3,3,133,7
133064,31,7,13765.79,3,1,1,311,5
133245,17,9,27036.03,4,2,3,423,9
133313,2,9,27419.65,4,2,3,423,9
133328,123,11,28249.51,1,3,3,133,7
133352,79,9,15004.57,2,2,1,221,5
133359,65,4,15697.619999999999,2,1,1,211,4
133391,67,6,10513.29,2,1,1,211,4
133418,98,16,37413.43,2,4,4,244,10
133425,96,13,23069.510000000002,2,4,2,242,8
133429,43,7,10931.84,3,1,1,311,5
133439,55,17,33743.93,2,4,4,244,10
133559,60,9,19319.77,2,2,2,222,6
133731,106,8,21923.07,1,1,2,112,4
133843,14,8,11128.43,4,1,1,411,6
133926,82,9,23920.84,2,2,2,222,6
134057,76,18,42210.73,2,4,4,244,10
134257,180,7,24888.96,1,1,3,113,5
134425,71,8,20899.45,2,1,2,212,5
134496,99,12,36077.12,2,3,4,234,9
134532,43,7,17099.85,3,1,1,311,5
134545,97,9,24089.1,2,2,2,222,6
134700,28,12,26976.8,3,3,3,333,9
134797,133,7,20023.45,1,1,2,112,4
134963,17,7,25862.89,4,1,3,413,8
134986,55,20,55755.44,2,4,4,244,10
135020,6,13,38075.81,4,4,4,444,12
135047,48,8,17142.59,3,1,1,311,5
135048,25,12,27396.46,3,3,3,333,9
135075,156,8,28437.510000000002,1,1,3,113,5
135187,15,14,46024.66,4,4,4,444,12
135277,70,5,9460.880000000001,2,1,1,211,4
135278,20,16,51344.22,4,4,4,444,12
135419,284,5,12244.880000000001,1,1,1,111,3
135423,96,12,25526.62,2,3,3,233,8
135545,89,10,26927.07,2,2,3,223,7
135684,44,12,34226.69,3,3,4,334,10
135704,23,9,33062.09,3,2,4,324,9
135730,54,12,36890.89,2,3,4,234,9
135804,36,13,34695.15,3,4,4,344,11
135811,10,10,22643.08,4,2,2,422,8
135973,22,10,30702.82,4,2,3,423,9
136094,67,12,35027.09,2,3,4,234,9
136136,136,9,18309.8,1,2,1,121,4
136161,39,12,29130.29,3,3,3,333,9
136322,31,13,24662.97,3,4,3,343,10
136447,142,9,23225.71,1,2,2,122,5
136756,10,5,15801.8,4,1,1,411,6
137156,37,12,30121.9,3,3,3,333,9
137185,12,10,30953.66,4,2,4,424,10
137223,9,12,34427.67,4,3,4,434,11
137342,13,8,17408.8,4,1,1,411,6
137404,230,12,28583.84,1,3,3,133,7
137502,8,12,29100.23,4,3,3,433,10
137506,153,15,39170.79,1,4,4,144,9
138244,4,13,28297.37,4,4,3,443,11
138251,18,16,38244.86,4,4,4,444,12
138324,2,7,16940.690000000002,4,1,1,411,6
138559,91,8,18113.65,2,1,1,211,4
138570,18,14,38953.09,4,4,4,444,12
138573,25,12,25126.719999999998,3,3,3,333,9
138689,48,9,25330.399999999998,3,2,3,323,8
138746,62,12,37791.36,2,3,4,234,9
138749,47,11,31755.5,3,3,4,334,10
138770,39,13,28568.24,3,4,3,343,10
138776,93,11,27512.32,2,3,3,233,8
138786,58,11,25548.79,2,3,3,233,8
138789,102,9,18498.2,2,2,1,221,5
138990,14,13,33068.59,4,4,4,444,12
139079,48,13,33882.3,3,4,4,344,11
139160,111,10,26352.25,1,2,3,123,6
139163,16,9,18671.78,4,2,2,422,8
139278,18,10,15312.01,4,2,1,421,7
139514,75,9,16338.83,2,2,1,221,5
139567,168,13,33928.32,1,4,4,144,9
139636,1,10,32727.23,4,2,4,424,10
139655,15,16,37931.53,4,4,4,444,12
139753,37,7,16086.81,3,1,1,311,5
139759,95,11,32794.84,2,3,4,234,9
139861,100,11,32755.13,2,3,4,234,9
139876,11,11,21650.37,4,3,2,432,9
139910,18,12,23858.71,4,3,2,432,9
140076,303,11,21779.69,1,3,2,132,6
140135,60,6,16866.87,2,1,1,211,4
140255,14,17,45929.86,4,4,4,444,12
140328,14,10,28568.43,4,2,3,423,9
140393,6,14,36593.37,4,4,4,444,12
140460,16,6,13190.300000000001,4,1,1,411,6
140617,74,9,19013.69,2,2,2,222,6
140620,44,8,19824.59,3,1,2,312,6
140652,27,12,26487.57,3,3,3,333,9
140718,81,8,24266.57,2,1,2,212,5
140813,79,4,10325.98,2,1,1,211,4
141033,2,13,33117.13,4,4,4,444,12
141221,32,11,24930.75,3,3,3,333,9
141401,31,14,38202.03,3,4,4,344,11
141415,2,9,14802.96,4,2,1,421,7
141433,123,12,27782.7,1,3,3,133,7
141454,51,7,17390.760000000002,3,1,1,311,5
141485,138,7,23611.4,1,1,2,112,4
141601,46,6,15425.119999999999,3,1,1,311,5
141748,18,12,30536.86,4,3,3,433,10
141845,75,13,22343.35,2,4,2,242,8
141869,48,9,30814.36,3,2,3,323,8
141961,39,9,29459.780000000002,3,2,3,323,8
142031,230,10,22681.77,1,2,2,122,5
142204,183,7,12849.3,1,1,1,111,3
142459,12,10,18563.72,4,2,2,422,8
142596,65,9,28463.22,2,2,3,223,7
142605,2,8,23644.77,4,1,2,412,7
142632,18,12,30669.89,4,3,3,433,10
142655,38,16,50150.76,3,4,4,344,11
142791,34,10,25123.6,3,2,3,323,8
142866,20,14,31584.03,4,4,4,444,12
142974,83,10,20438.760000000002,2,2,2,222,6
142985,45,17,41053.23,3,4,4,344,11
143072,17,13,43451.87,4,4,4,444,12
143167,2,16,31198.53,4,4,4,444,12
143257,134,9,19231.059999999998,1,2,2,122,5
143336,88,9,20717.12,2,2,2,222,6
143562,91,11,33189.7,2,3,4,234,9
143590,19,9,12158.43,4,2,1,421,7
143598,85,13,34987.65,2,4,4,244,10
143631,25,7,18132.38,3,1,1,311,5
143841,89,11,25392.53,2,3,3,233,8
144172,74,8,18283.63,2,1,1,211,4
144215,45,12,25814.04,3,3,3,333,9
144226,13,11,33014.22,4,3,4,434,11
144234,50,10,23408.01,3,2,2,322,7
144516,126,10,26426.38,1,2,3,123,6
144627,70,6,13382.36,2,1,1,211,4
144928,21,10,23893.260000000002,4,2,2,422,8
144942,95,16,28996.09,2,4,3,243,9
145126,38,14,45141.4,3,4,4,344,11
145290,33,10,25740.53,3,2,3,323,8
145325,204,8,14705.87,1,1,1,111,3
145336,6,8,13702.07,4,1,1,411,6
145364,10,12,29891.28,4,3,3,433,10
145394,14,14,36854.14,4,4,4,444,12
145463,30,12,28020.8,3,3,3,333,9
145492,73,11,24396.61,2,3,3,233,8
145628,33,9,26683.73,3,2,3,323,8
145631,1,14,29250.28,4,4,3,443,11
145741,186,4,12131.0,1,1,1,111,3
145795,121,15,20735.97,1,4,2,142,7
145887,33,11,32716.64,3,3,4,334,10
145941,44,11,27598.93,3,3,3,333,9
146064,129,9,24550.33,1,2,3,123,6
146587,35,11,32494.29,3,3,4,334,10
146808,43,10,29416.38,3,2,3,323,8
146902,17,13,30380.739999999998,4,4,3,443,11
146904,42,10,16912.1,3,2,1,321,6
146955,23,18,39314.86,3,4,4,344,11
146975,83,16,39508.06,2,4,4,244,10
147043,19,10,22838.86,4,2,2,422,8
147048,12,19,45631.87,4,4,4,444,12
147053,26,10,21462.96,3,2,2,322,7
147217,61,7,12961.01,2,1,1,211,4
147313,276,6,14259.79,1,1,1,111,3
147331,78,8,17512.91,2,1,1,211,4
147354,22,12,39330.67,4,3,4,434,11
147449,180,6,16934.29,1,1,1,111,3
147457,83,9,21421.39,2,2,2,222,6
147459,85,10,24302.14,2,2,2,222,6
147467,107,8,19333.14,1,1,2,112,4
147559,141,6,14148.039999999999,1,1,1,111,3
147637,89,17,38759.42,2,4,4,244,10
147689,267,3,4472.21,1,1,1,111,3
147784,10,15,49223.99,4,4,4,444,12
147872,1,13,25719.22,4,4,3,443,11
148223,24,12,24970.07,3,3,3,333,9
148292,35,6,18569.22,3,1,2,312,6
148441,9,16,43397.36,4,4,4,444,12
148451,41,7,21252.12,3,1,2,312,6
148515,221,4,11846.99,1,1,1,111,3
148594,12,8,20634.32,4,1,2,412,7
148801,125,11,27375.87,1,3,3,133,7
149044,22,17,54908.54,4,4,4,444,12
149161,19,8,20461.63,4,1,2,412,7
149264,50,15,36620.51,3,4,4,344,11
149405,85,13,39914.479999999996,2,4,4,244,10
149528,131,8,26143.34,1,1,3,113,5
149556,175,5,15433.739999999998,1,1,1,111,3
149577,96,18,42498.57,2,4,4,244,10
149805,157,9,21652.45,1,2,2,122,5
149810,54,13,39677.36,2,4,4,244,10
149917,95,8,14773.61,2,1,1,211,4
149996,35,10,28566.99,3,2,3,323,8
150037,103,12,32009.75,1,3,4,134,8
150058,9,9,29095.95,4,2,3,423,9
150119,63,7,17023.95,2,1,1,211,4
150143,97,5,11825.89,2,1,1,211,4
150147,122,8,18496.58,1,1,1,111,3
150159,5,10,29482.15,4,2,3,423,9
150455,43,6,18950.62,3,1,2,312,6
150556,261,10,25524.04,1,2,3,123,6
150559,12,9,19626.55,4,2,2,422,8
150563,133,7,13980.259999999998,1,1,1,111,3
150735,30,8,25540.43,3,1,3,313,7
150749,42,12,29462.47,3,3,3,333,9
150796,101,11,26617.89,2,3,3,233,8
150840,90,11,21334.59,2,3,2,232,7
150854,26,10,25419.5,3,2,3,323,8
150943,76,12,28487.0,2,3,3,233,8
150963,36,9,15465.49,3,2,1,321,6
150998,61,7,17037.44,2,1,1,211,4
151026,242,6,11507.48,1,1,1,111,3
151107,85,10,22566.9,2,2,2,222,6
151139,5,9,16972.36,4,2,1,421,7
151376,11,9,26536.98,4,2,3,423,9
151380,165,8,14177.98,1,1,1,111,3
151442,167,5,12762.09,1,1,1,111,3
151476,69,14,40216.24,2,4,4,244,10
151535,118,8,18271.17,1,1,1,111,3
151737,92,10,23702.29,2,2,2,222,6
151925,59,15,33515.45,2,4,4,244,10
152126,178,11,37378.32,1,3,4,134,8
152225,18,7,23259.98,4,1,2,412,7
152556,14,7,16237.7,4,1,1,411,6
152614,158,7,12514.09,1,1,1,111,3
152617,6,14,35015.2,4,4,4,444,12
152644,54,10,27467.02,2,2,3,223,7
152666,90,11,31980.690000000002,2,3,4,234,9
152751,13,12,34573.61,4,3,4,434,11
152775,27,16,39327.29,3,4,4,344,11
152985,192,7,21833.32,1,1,2,112,4
153055,77,9,27732.010000000002,2,2,3,223,7
153056,60,12,26614.12,2,3,3,233,8
153123,176,6,16719.41,1,1,1,111,3
153177,36,14,35903.13,3,4,4,344,11
153291,150,11,24564.559999999998,1,3,3,133,7
153395,51,10,22149.15,3,2,2,322,7
153453,43,7,16355.060000000001,3,1,1,311,5
153667,50,8,22429.94,3,1,2,312,6
153674,156,10,28155.83,1,2,3,123,6
